"catalogID","Latitude","Longitude","Evaporation - annual mean","Evaporation - average","Humidity - annual mean relative 3pm","Aridity index - annual mean","Precipitation - annual","Precipitation - annual mean","WorldClim: Precipitation - annual","WorldClim: Precipitation - coldest quarter","WorldClim: Precipitation - driest month","WorldClim: Precipitation - driest quarter","WorldClim: Precipitation - seasonality","WorldClim: Precipitation - warmest quarter","WorldClim: Precipitation - wettest month","WorldClim: Precipitation - wettest quarter","Temperature - annual max mean","Temperature - annual min mean","WorldClim: Temperature - annual mean","WorldClim: Temperature - annual range","WorldClim: Temperature - coldest month min","WorldClim: Temperature - coldest quarter mean","WorldClim: Temperature - diurnal range mean","WorldClim: Temperature - driest quarter mean","WorldClim: Temperature - isothermality","WorldClim: Temperature - seasonality","WorldClim: Temperature - warmest month max","WorldClim: Temperature - warmest quarter mean","WorldClim: Temperature - wettest quarter mean","Lithology - mean age","Carbon - organic","Lithology - fertility","Nutrient status","Gross Primary Productivity","NDVI Mean","Fraction of Photosynthetically Active Radiation","NPP Mean"
15979,-42.27031,146.89643,87.48292,12101,77.35052,0.77182996,49.211666,49.211666,597,150,37,125,14,134,58,170,15.324167,4.2283335,87,202,0,42,101,130,50,3444,202,131,101,2.3527613,2.7553275,6,1.35,0.0215,61,40,11
15981,-42.55598,147.20049,90.43,11055,75.3876,0.6376663,43.57,43.57,593,154,39,124,12,124,58,167,17.023333,6.0808334,103,199,14,59,101,145,50,3352,213,145,117,2.3527613,2.4296892,6,2,0.0258,64,28,5
15983,-42.55907,147.20646,90.43,11055,75.3876,0.6376663,43.57,43.57,595,156,39,124,12,124,58,167,17.023333,6.0808334,104,200,14,59,101,146,50,3394,214,146,118,2.3527613,2.4296892,6,2,0.0258,58,28,7
15984,-42.55907,147.20646,90.43,11055,75.3876,0.6376663,43.57,43.57,595,156,39,124,12,124,58,167,17.023333,6.0808334,104,200,14,59,101,146,50,3394,214,146,118,2.3527613,2.4296892,6,2,0.0258,58,28,7
15987,-42.40184,147.01964,96.73541,11270,75.575165,0.5537324,40.8475,40.8475,547,135,35,117,12,123,54,155,17.1425,5.1616664,97,205,6,52,103,140,50,3453,211,140,111,2.3527613,2.8892221,6,1.15,0.0133,65,39,7
15989,-42.40319,147.01244,96.73541,11270,75.575165,0.5537324,40.8475,40.8475,534,131,34,114,13,120,54,152,17.1425,5.1616664,101,207,8,55,104,144,50,3502,215,145,116,2.3527613,2.8892221,6,1.15,0.012,58,34,7
15991,-42.42688,146.69943,86.48375,13468,75.4259,0.7922158,49.139168,49.139168,626,171,33,110,19,122,63,188,18.208334,5.9791665,112,207,18,66,104,154,50,3431,225,155,90,2.3527613,2.2789898,6,1.3,0.0106,63,21,7
15993,-42.54652,146.84942,92.5,10613,75.17277,0.5208798,36.2475,36.2475,478,120,31,94,15,105,48,136,18.426666,6.266667,114,208,19,67,105,157,50,3487,227,157,110,2.2369149,2.6499279,10,2,0.013,66,29,0
15995,-42.54686,146.84851,92.5,10613,75.17277,0.5208798,36.2475,36.2475,478,120,31,94,15,105,48,136,18.426666,6.266667,114,208,19,67,105,157,50,3487,227,157,110,2.2369149,2.6499279,10,2,0.013,66,29,0
15997,-42.57264,146.77292,92.432915,12028,75.628654,0.6354426,43.5725,43.5725,584,157,34,106,17,120,58,170,18.478333,6.3791666,115,205,21,69,103,157,50,3449,226,157,77,2.3527613,1.9654697,6,1.3,0.017,60,43,6
15999,-42.5705,146.77098,92.432915,12028,75.628654,0.6354426,43.5725,43.5725,584,157,34,106,17,120,58,170,18.478333,6.3791666,115,205,21,69,103,157,50,3449,226,157,77,2.3527613,1.9654697,6,1.3,0.0164,61,34,4
16001,-41.77754,147.31891,102.723335,12053,74.72382,0.6246847,44.525,44.525,588,169,31,115,17,125,64,178,18.436666,6.2491665,114,213,18,68,110,157,51,3464,231,157,76,1.5152113,1.9107541,2,1.1,0.0169,71,33,4
16003,-41.75804,147.17126,102.09209,12867,74.53355,0.63729364,44.225,44.225,596,174,31,115,18,119,66,183,18.775833,6.48,117,218,19,70,112,162,51,3571,237,162,78,0.11193429,1.8264557,6,1.1,0.0227,60,38,7
16005,-41.75815,147.1716,102.09209,12867,74.53355,0.63729364,44.225,44.225,596,174,31,115,18,119,66,183,18.775833,6.48,117,218,19,70,112,162,51,3571,237,162,78,0.11193429,1.8264557,6,1.1,0.0227,60,38,7
16007,-42.27962,147.46838,95.31333,10506,75.42735,0.5448679,39.5375,39.5375,556,145,34,116,13,116,55,156,16.924166,5.815,104,202,13,59,104,146,51,3380,215,146,118,2.3527613,2.37944,6,1.15,0.0128,60,25,6
16009,-42.27659,147.46603,95.31333,10506,75.42735,0.5448679,39.5375,39.5375,552,143,34,115,13,115,55,156,16.924166,5.815,104,203,13,60,104,147,51,3370,216,147,118,2.3527613,2.37944,6,1.15,0.0128,61,25,3
16011,-42.27943,147.61381,96.347084,11664,76.23442,0.5995857,44.304165,44.304165,634,171,37,134,13,134,62,173,16.759167,6.0125,104,195,15,61,101,144,51,3254,210,144,67,2.2369149,2.603764,10,1.25,0.0119,64,30,4
16013,-42.0154,147.49095,95.35792,11741,74.2139,0.5273161,37.439167,37.439167,524,132,32,112,14,124,54,149,18.5675,6.165,115,209,20,71,109,158,52,3388,229,158,129,2.465048,1.9960729,4,1.5,0.0121,60,28,4
19453,-33.60963,150.73733,128.28792,18008,63.159157,0.53074944,64.644165,64.644165,900,160,40,133,33,310,122,337,25.456667,12.4425,171,255,34,111,128,122,50,4440,289,225,222,1.5152113,0.9074714,3,2.2,0.0384,59,66,11
19455,-33.61008,150.73693,128.28291,18008,63.33026,0.53195816,64.78333,64.78333,900,160,40,133,33,310,122,337,25.428333,12.4366665,171,255,34,111,128,122,50,4440,289,225,222,1.5152113,0.90659565,3,1,0.0384,59,66,11
19457,-33.6123,150.73895,128.28291,18008,63.33026,0.53195816,64.78333,64.78333,900,160,40,133,33,310,122,337,25.428333,12.4366665,171,255,34,111,128,122,50,4440,289,225,222,1.5152113,0.90659565,3,1,0.0384,59,66,11
19459,-33.61292,150.73795,128.28291,18008,63.33026,0.53195816,64.78333,64.78333,900,160,40,133,33,310,122,337,25.428333,12.4366665,171,255,34,111,128,122,50,4440,289,225,222,1.5152113,0.90659565,3,1,0.0376,59,57,11
19461,-33.6126,150.73769,128.28291,18008,63.33026,0.53195816,64.78333,64.78333,900,160,40,133,33,310,122,337,25.428333,12.4366665,171,255,34,111,128,122,50,4440,289,225,222,1.5152113,0.90659565,3,1,0.0384,59,66,11
19463,-33.61565,150.73618,128.28291,18833,63.159157,0.53195816,64.78333,64.78333,899,159,40,133,34,310,122,337,25.428333,12.4366665,172,256,33,110,128,121,50,4490,289,225,223,1.5152113,1.0327107,3,1,0.0384,65,66,0
19465,-33.61623,150.736,128.28291,18833,63.159157,0.53195816,64.78333,64.78333,899,159,40,133,34,310,122,337,25.428333,12.4366665,172,256,33,110,128,121,50,4490,289,225,223,1.5152113,1.0327107,3,1,0.0384,65,66,0
19467,-33.61745,150.73612,128.28291,18833,63.159157,0.53195816,64.78333,64.78333,900,160,40,133,33,310,122,337,25.428333,12.4366665,171,255,34,111,128,122,50,4440,289,225,222,1.5152113,1.0327107,3,1,0.0384,65,66,0
19469,-33.62103,150.73385,128.4325,18833,63.33026,0.5302266,64.6425,64.6425,900,160,40,133,33,310,122,337,25.43,12.45,171,255,34,111,128,122,50,4440,289,225,222,1.5152113,1.0401268,3,1,0.0384,56,66,7
19471,-33.62067,150.73375,128.4325,18833,63.33026,0.5302266,64.6425,64.6425,900,160,40,133,33,310,122,337,25.43,12.45,171,255,34,111,128,122,50,4440,289,225,222,1.5152113,1.0401268,3,1,0.0384,56,66,7
19473,-33.62075,150.73423,128.4325,18833,63.33026,0.5302266,64.6425,64.6425,900,160,40,133,33,310,122,337,25.43,12.45,171,255,34,111,128,122,50,4440,289,225,222,1.5152113,1.0401268,3,1,0.0384,56,66,7
19475,-33.6213,150.7354,128.4325,18833,63.33026,0.5302266,64.6425,64.6425,900,160,40,133,33,310,122,337,25.43,12.45,171,255,34,111,128,122,50,4440,289,225,222,1.5152113,1.0401268,3,1,0.0384,56,66,7
19477,-33.62083,150.73577,128.4325,18833,63.33026,0.5302266,64.6425,64.6425,900,160,40,133,33,310,122,337,25.43,12.45,171,255,34,111,128,122,50,4440,289,225,222,1.5152113,1.0401268,3,1,0.0384,56,66,7
19479,-33.61517,150.72268,128.71292,18833,63.1345,0.5278663,64.581665,64.581665,902,155,39,132,34,313,123,341,25.455833,12.425834,171,257,32,110,128,121,49,4507,289,225,222,1.5152113,1.0232662,3,2.2,0.0392,61,60,9
19481,-33.61583,150.72482,128.71292,18833,63.1345,0.5278663,64.581665,64.581665,902,155,39,132,34,313,123,341,25.455833,12.425834,171,257,32,110,128,121,49,4507,289,225,222,1.5152113,1.0232662,3,2.2,0.0368,61,64,9
19483,-33.61353,150.72493,128.71292,18833,63.1345,0.5278663,64.581665,64.581665,902,155,39,132,34,313,123,341,25.455833,12.425834,171,257,32,110,128,121,49,4507,289,225,222,1.5152113,1.0232662,3,2.2,0.0368,61,64,9
19485,-33.61285,150.72975,128.71292,18833,63.1345,0.5278663,64.581665,64.581665,898,158,40,133,34,310,122,337,25.455833,12.425834,172,255,34,111,128,122,50,4482,289,226,223,1.5152113,1.0232662,3,2.2,0.0391,61,70,9
19487,-33.60465,150.7304,128.28792,18833,63.00603,0.53074944,64.644165,64.644165,895,155,39,131,34,310,122,337,25.456667,12.4425,172,257,33,111,128,121,49,4512,290,226,223,1.5152113,1.0574888,3,2.2,0.0391,71,70,9
19489,-33.60518,150.7298,128.78166,18833,62.974342,0.5253565,64.31084,64.31084,895,155,39,131,34,310,122,337,25.494999,12.4425,172,257,33,111,128,121,49,4512,290,226,223,1.5152113,1.0507579,3,2.2,0.0391,71,70,9
19491,-33.60617,150.73035,128.28792,18833,63.00603,0.53074944,64.644165,64.644165,895,155,39,131,34,310,122,337,25.456667,12.4425,172,257,33,111,128,121,49,4512,290,226,223,1.5152113,1.0574888,3,2.2,0.0391,71,70,9
19493,-33.60942,150.73138,128.28792,18833,63.00603,0.53074944,64.644165,64.644165,898,158,40,133,34,310,122,337,25.456667,12.4425,172,255,34,111,128,122,50,4482,289,226,223,1.5152113,1.0574888,3,2.2,0.0391,71,70,9
19495,-33.60955,150.7324,128.28792,18833,63.00603,0.53074944,64.644165,64.644165,898,158,40,133,34,310,122,337,25.456667,12.4425,172,255,34,111,128,122,50,4482,289,226,223,1.5152113,1.0574888,3,2.2,0.0391,56,70,7
19497,-33.60897,150.7254,128.78166,18833,62.974342,0.5253565,64.31084,64.31084,898,158,40,133,34,310,122,337,25.494999,12.4425,172,255,34,111,128,122,50,4482,289,226,223,1.5152113,1.0507579,3,2.2,0.0391,71,70,9
19499,-33.6113,150.7284,128.71292,18833,63.1345,0.5278663,64.581665,64.581665,898,158,40,133,34,310,122,337,25.455833,12.425834,172,255,34,111,128,122,50,4482,289,226,223,1.5152113,1.0232662,3,2.2,0.0391,61,70,9
19501,-33.61158,150.72577,128.71292,18833,63.1345,0.5278663,64.581665,64.581665,898,158,40,133,34,310,122,337,25.455833,12.425834,172,255,34,111,128,122,50,4482,289,226,223,1.5152113,1.0232662,3,2.2,0.0391,61,70,9
19503,-33.60885,150.72258,128.78166,18833,62.974342,0.5253565,64.31084,64.31084,902,155,39,132,34,313,123,341,25.494999,12.4425,171,257,32,110,128,121,49,4507,289,225,222,1.5152113,1.0507579,3,2.2,0.0419,71,75,9
19505,-33.6145,150.72878,128.71292,18833,63.1345,0.5278663,64.581665,64.581665,898,158,40,133,34,310,122,337,25.455833,12.425834,172,255,34,111,128,122,50,4482,289,226,223,1.5152113,1.0232662,3,2.2,0.0368,61,64,9
19507,-33.61007,150.71983,129.26375,18833,63.17146,0.52199864,64.21667,64.21667,902,155,39,132,34,313,123,341,25.5,12.4275,171,257,32,110,128,121,49,4507,289,225,222,1.5152113,1.0466067,3,2.2,0.0419,59,75,9
19511,-33.61255,150.72095,128.71292,18833,63.1345,0.5278663,64.581665,64.581665,902,155,39,132,34,313,123,341,25.455833,12.425834,171,257,32,110,128,121,49,4507,289,225,222,1.5152113,1.0232662,3,2.2,0.0419,64,75,17
19513,-33.61103,150.72,129.26375,18833,63.17146,0.52199864,64.21667,64.21667,902,155,39,132,34,313,123,341,25.5,12.4275,171,257,32,110,128,121,49,4507,289,225,222,1.5152113,1.0466067,3,2.2,0.0419,64,75,17
19515,-33.61572,150.72173,128.71292,18833,63.1345,0.5278663,64.581665,64.581665,902,155,39,132,34,313,123,341,25.455833,12.425834,171,257,32,110,128,121,49,4507,289,225,222,1.5152113,1.0232662,3,2.2,0.0392,64,60,17
19517,-33.61737,150.73283,128.28291,18833,63.159157,0.53195816,64.78333,64.78333,899,159,40,133,34,310,122,337,25.428333,12.4366665,172,255,34,111,128,122,50,4472,289,226,223,1.5152113,1.0327107,3,1,0.0368,65,64,0
