#taxpath	12446_H3NJ2BCXX-2.bins	12447_H3WL3BCXX-1.bins	12816_combined.bins	12818_combined.bins	12819_combined.bins	12824_combined.bins	12828_combined.bins	12830_combined.bins	12838_combined.bins	12884_combined.bins	12903_HCN77BCXX-1.bins	138513_HG7NLDSX2-4.bins	138530_HG7NLDSX2-4.bins	138538_HG7NLDSX2-4.bins	138607_HJWT7DSX3-1.bins	14185_HCN77BCXX-2.bins	14187_HCN77BCXX-2.bins	401548_HL7J5DSX3-1.bins	401550_HL7J5DSX3-1.bins	401552_HL7J5DSX3-1.bins	401553_HL7J5DSX3-1.bins	401554_HL7J5DSX3-1.bins	401556_HL7J5DSX3-1.bins	401557_HL7J5DSX3-1.bins	401558_HL7J5DSX3-1.bins	401560_HL7J5DSX3-1.bins	401561_HL7J5DSX3-1.bins	401563_HL7J5DSX3-1.bins	401564_HL7J5DSX3-1.bins	401566_HL7J5DSX3-1.bins	401567_HL7J5DSX3-1.bins	401568_HL7J5DSX3-1.bins	401569_HL7J5DSX3-1.bins	401570_HL7J5DSX3-1.bins	401571_HL7J5DSX3-1.bins	401573_HL7J5DSX3-1.bins	401574_HL7J5DSX3-1.bins	401576_HL7J5DSX3-1.bins	401577_HL7J5DSX3-1.bins	401578_HL7J5DSX3-1.bins	401579_HL7J5DSX3-1.bins	401580_HL7J5DSX3-1.bins	401581_HL7J5DSX3-1.bins	401582_HL7J5DSX3-1.bins	401583_HL7J5DSX3-1.bins	401586_HL7J5DSX3-1.bins	401588_HL7J5DSX3-1.bins	401589_HL7J5DSX3-1.bins	401590_HL7J5DSX3-1.bins	401591_HL7J5DSX3-1.bins	401592_HL7J5DSX3-1.bins	401593_HL7J5DSX3-1.bins	401594_HL7J5DSX3-1.bins	401595_HL7J5DSX3-1.bins	401600_HL7J5DSX3-1.bins	401602_HL7J5DSX3-1.bins	401604_HL7J5DSX3-1.bins	401606_HL7J5DSX3-1.bins	401608_HL7J5DSX3-1.bins	401610_HL7J5DSX3-1.bins	401614_HL7J5DSX3-1.bins	401616_HL7J5DSX3-1.bins	401618_HL7J5DSX3-1.bins	401624_HL7J5DSX3-1.bins	401626_HL7J5DSX3-1.bins	401632_HL7J5DSX3-1.bins	401636_HL7J5DSX3-1.bins	401638_HL7J5DSX3-1.bins	401640_HL7J5DSX3-1.bins	401642_HL7J5DSX3-1.bins	401644_HL7J5DSX3-1.bins	401646_HL7J5DSX3-1.bins	401648_HL7J5DSX3-1.bins	401650_HL7J5DSX3-1.bins	401652_HL7J5DSX3-1.bins	401654_HL7J5DSX3-1.bins	401656_HL7J5DSX3-1.bins	401658_HL7J5DSX3-1.bins	401660_HL7J5DSX3-1.bins	401662_HL7J5DSX3-1.bins	401668_HL7J5DSX3-1.bins	401669_HL7J5DSX3-1.bins	401670_HL7J5DSX3-1.bins	401672_HL7J5DSX3-1.bins	401673_HL7J5DSX3-1.bins	401677_HL7J5DSX3-1.bins	401679_HL7J5DSX3-1.bins	7035_combined.bins	7069_combined.bins	7075_combined.bins	7077_combined.bins	7081_combined.bins	7083_combined.bins	7085_combined.bins	7091_combined.bins	7093_combined.bins	8164_combined.bins	8459_HCWFYBCXX-1.bins	9456_H3WL3BCXX-1.bins	9567_combined.bins	9571_combined.bins	9576_combined.bins	9586_H3WL3BCXX-1.bins	9588_combined.bins
root__Root;domain__Bacteria;phylum__Planctomycetota;class__Phycisphaerae;order__Phycisphaerales;family__Phycisphaeraceae;genus__I-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Planctomycetota;class__Phycisphaerae;order__Phycisphaerales;family__Phycisphaeraceae;genus__FS140-16B-02marinegroup	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Planctomycetota;class__Phycisphaerae;order__Phycisphaerales;family__Phycisphaeraceae;genus__CL500-3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Planctomycetota;class__Phycisphaerae;order__Phycisphaerales;family__Phycisphaeraceae;genus__AKYG587	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Planctomycetota;class__Phycisphaerae;order__Phycisphaerales;family__AKAU3564sedimentgroup;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Planctomycetota;class__Phycisphaerae;order__MSBL9;family__SG8-4;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Planctomycetota;class__Phycisphaerae;order__MSBL9;family__GWC2-45-44;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Planctomycetota;class__Phycisphaerae;order__CCM11a;family__unknown;genus__unknown	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Planctomycetota;class__OM190;order__unknown;family__unknown;genus__unknown	0	0	6	24	24	24	5	2	2	1	0	0	4	4	0	12	6	3	0	0	12	2	1	7	11	11	0	0	1	1	3	0	1	0	7	1	19	0	12	1	0	2	1	4	3	1	7	8	5	2	3	3	1	1	0	0	0	0	0	0	16	17	14	0	0	4	3	0	6	0	0	0	9	25	14	0	0	5	2	1	0	0	0	0	1	7	0	0	0	0	0	0	2	0	5	2	0	0	10	0	0	1	0	0
root__Root;domain__Bacteria;phylum__Planctomycetota;class__BD7-11;order__unknown;family__unknown;genus__unknown	0	1	5	9	6	3	5	10	14	0	1	3	1	2	5	3	2	0	0	2	1	6	0	1	4	2	1	4	5	1	2	0	1	0	1	3	3	4	3	1	0	0	1	1	1	1	2	1	1	2	0	0	2	0	1	0	1	0	2	5	0	3	0	2	4	4	1	1	2	2	2	0	1	2	1	0	3	0	1	3	4	1	0	0	6	1	0	1	3	0	6	0	5	10	0	4	0	0	1	3	0	0	1	15
root__Root;domain__Bacteria;phylum__Patescibacteria;class__uncultured;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Saccharimonadia;order__Saccharimonadales;family__unknown;genus__unknown	1	6	6	6	12	10	1	0	7	32	7	22	34	17	4	24	4	2	10	13	8	8	6	4	10	1	10	10	10	4	14	14	11	8	15	3	6	3	7	14	8	7	7	4	12	6	7	6	2	8	8	2	3	7	31	4	7	14	8	3	2	1	0	4	2	2	14	11	2	1	1	3	0	2	3	11	17	12	8	14	21	7	11	14	12	15	13	8	2	6	18	22	31	19	17	12	9	7	9	0	3	11	3	8
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Saccharimonadia;order__Saccharimonadales;family__WWH38;genus__unknown	1	0	0	2	5	1	0	0	6	10	1	4	16	2	0	4	2	3	0	0	1	1	1	2	2	0	1	1	2	0	2	2	1	3	5	0	0	0	4	1	6	1	4	2	1	0	4	2	1	2	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	4	0	3	0	0	0	0	0	1	0	11	6	8	4	3	4	1	2	1	1	0	0	1	0	2	0	2	2	2	9	2	0	1	0	0	4	1	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Saccharimonadia;order__Saccharimonadales;family__Saccharimonadaceae;genus__unknown	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Saccharimonadia;order__Saccharimonadales;family__Saccharimonadaceae;genus__TM7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Saccharimonadia;order__Saccharimonadales;family__Saccharimonadaceae;genus__GTL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Saccharimonadia;order__Saccharimonadales;family__S32;genus__TM7	0	0	2	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	2	0	2	0	1	1	1	0	1	0	0	0	1	0	1	4	2	2	0	0	0	0	0	1	0	2	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Saccharimonadia;order__Saccharimonadales;family__LWQ8;genus__unknown	0	2	0	1	1	3	1	1	0	8	3	8	13	7	1	6	2	0	1	2	0	2	0	0	1	0	2	7	4	2	1	3	6	1	2	0	0	2	2	1	7	4	1	1	7	3	1	1	3	3	0	1	0	1	10	2	2	5	4	0	0	0	0	1	0	0	4	4	4	0	0	2	1	1	2	4	5	1	4	10	12	2	6	6	0	1	4	2	0	3	2	7	12	11	0	4	1	3	0	0	2	5	1	9
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__unknown;family__unknown;genus__unknown	0	2	0	1	2	2	1	0	2	2	0	3	1	15	11	15	1	3	4	2	6	1	1	0	0	0	0	0	3	1	5	1	0	1	0	0	0	1	3	3	1	0	0	2	3	1	1	2	2	0	1	1	1	0	1	0	3	0	1	1	1	0	0	0	1	0	13	0	3	0	0	0	0	2	1	0	8	0	2	8	10	1	0	0	1	3	3	2	1	3	4	1	8	3	4	2	2	4	1	0	0	0	2	4
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__GWA2-38-13b;family__unknown;genus__unknown	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusZambryskibacteria;family__unknown;genus__unknown	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusYonathbacteria;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusYanofskybacteria;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusVogelbacteria;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusStaskawiczbacteria;family__unknown;genus__unknown	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusNomurabacteria;family__unknown;genus__unknown	0	0	0	1	0	2	0	0	1	1	0	0	1	3	0	13	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	2	0	1	0	0	1
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusMoranbacteria;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusLloydbacteria;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusLiptonbacteria;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusKaiserbacteria;family__unknown;genus__unknown	0	0	0	2	6	3	0	1	9	1	0	6	18	19	6	21	4	3	0	3	2	0	0	0	0	2	1	2	2	8	1	5	0	1	1	0	0	6	2	3	4	2	2	2	3	0	0	1	1	0	1	0	0	1	2	4	3	8	1	1	2	0	0	2	0	1	13	3	4	3	0	1	5	1	2	2	7	3	1	4	1	0	4	0	0	5	2	0	0	0	2	1	11	6	2	2	0	0	4	0	0	1	2	7
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusJorgensenbacteria;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAzambacteria;family__unknown;genus__unknown	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Parcubacteria;order__CandidatusAdlerbacteria;family__unknown;genus__unknown	0	0	0	0	0	0	1	0	1	2	0	2	5	3	2	8	0	0	0	1	1	0	0	0	0	2	0	1	1	0	0	1	0	1	1	0	1	2	2	1	1	0	0	4	1	0	1	0	0	0	0	0	0	0	6	2	2	2	2	0	0	0	0	0	0	0	10	0	5	0	0	0	1	0	2	0	4	0	2	2	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	3
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Microgenomatia;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Microgenomatia;order__CandidatusWoykebacteria;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Microgenomatia;order__CandidatusWoesebacteria;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Microgenomatia;order__CandidatusRoizmanbacteria;family__unknown;genus__unknown	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Microgenomatia;order__CandidatusPacebacteria;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Microgenomatia;order__CandidatusLevybacteria;family__unknown;genus__unknown	0	0	0	4	1	2	2	0	0	7	1	2	1	4	1	7	0	0	0	3	0	0	0	0	0	0	1	1	2	0	0	2	2	0	2	0	0	0	2	2	3	2	1	0	1	0	2	1	0	0	0	0	1	2	1	1	1	1	0	1	2	0	0	0	1	0	5	1	1	4	0	1	0	0	0	0	7	1	1	1	0	0	0	3	0	5	0	4	1	2	4	1	9	1	1	2	3	1	2	0	1	3	0	3
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Microgenomatia;order__CandidatusGottesmanbacteria;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Microgenomatia;order__CandidatusDaviesbacteria;family__unknown;genus__unknown	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	1	2	0	0	1	0	0	0	1	0	1	0	3	1	0	0	1	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Microgenomatia;order__CandidatusCollierbacteria;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Gracilibacteria;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Gracilibacteria;order__CandidatusPeribacteria;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2	0	2	0	0	1	0	0	0	2	0	0	0	1	4	2	0	0	0	2	1	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Patescibacteria;class__Gracilibacteria;order__AbsconditabacterialesSR1;family__unknown;genus__unknown	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
